folio	line	region_id	eva_token_sequence	eva_token_count	eva_symbol_count	atoms_unit_sequence	atoms_unit_count	atoms_symbol_count	relation_type	alignment_confidence	coordinate_evidence	ambiguity_note
f2r	10	f2r-l10-r003	cthey keol saiin	3	14	p005-u077 p005-u078 p005-u079	3	23	N:M	low	atoms_x=1670-2006; eva_ordinal=6-8/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=10; grouped relation; inspect visually before token-level use
f2r	10	f2r-l10-r004	saiin	1	5	p005-u080	1	11	1:1	low-medium	atoms_x=2146-2291; eva_ordinal=9-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=10
f2r	11	f2r-l11-r001	ychain dal	2	9	p005-u081 p005-u082	2	18	N:M	low	atoms_x=486-812; eva_ordinal=1-2/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2r	11	f2r-l11-r002	chy dalor shan	3	12	p005-u083 p005-u084 p005-u085 p005-u086	4	25	N:M	low	atoms_x=844-1337; eva_ordinal=3-5/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2r	11	f2r-l11-r003	dan	1	3	p005-u087	1	8	1:1	medium	atoms_x=1377-1490; eva_ordinal=6-6/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2r	11	f2r-l11-r004	olsaiin sheey	2	12	p005-u088	1	12	N:1	low	atoms_x=1664-1899; eva_ordinal=7-8/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2r	11	f2r-l11-r005	ckhor	1	5	p005-u089	1	4	1:1	medium	atoms_x=2016-2084; eva_ordinal=9-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2r	12	f2r-l12-r001	okol	1	4	p005-u090	1	8	1:1	low-medium	atoms_x=488-605; eva_ordinal=1-1/11; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=11 atoms=10
f2r	12	f2r-l12-r002	chy chor cthor	3	12	p005-u091 p005-u092 p005-u093	3	24	N:M	low	atoms_x=656-1107; eva_ordinal=2-4/11; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=11 atoms=10; grouped relation; inspect visually before token-level use
f2r	12	f2r-l12-r003	yor an chan saiin	4	14	p005-u094 p005-u095 p005-u096 p005-u097	4	28	N:M	low	atoms_x=1160-1796; eva_ordinal=5-8/11; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=11 atoms=10; grouped relation; inspect visually before token-level use
f2r	12	f2r-l12-r004	chety chyky sal	3	13	p005-u098 p005-u099	2	29	N:M	low	atoms_x=1850-2328; eva_ordinal=9-11/11; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=11 atoms=10; grouped relation; inspect visually before token-level use
f2r	13	f2r-l13-r001	sho ykeey chey daiin chcthy	5	23	p005-u100 p005-u101 p005-u102 p005-u103 p005-u104	5	43	N:M	low	atoms_x=493-1368; eva_ordinal=1-5/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	1	f2v-l1-r001	kooiin	1	6	p006-u001	1	10	1:1	low-medium	atoms_x=750-901; eva_ordinal=1-1/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6
f2v	1	f2v-l1-r002	cheo pchor otaiin o dain chor	6	24	p006-u002 p006-u003 p006-u004	3	48	N:M	low	atoms_x=940-1848; eva_ordinal=2-7/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6; grouped relation; inspect visually before token-level use
f2v	1	f2v-l1-r003	dair shty	2	8	p006-u005 p006-u006	2	19	N:M	low	atoms_x=2099-2394; eva_ordinal=8-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6; grouped relation; inspect visually before token-level use
f2v	2	f2v-l2-r001	kcho kchy sho	3	11	p006-u007 p006-u008 p006-u009 p006-u010	4	29	N:M	low	atoms_x=746-1282; eva_ordinal=1-3/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f2v	2	f2v-l2-r002	shol qotcho loeees qoty	4	20	p006-u011 p006-u012	2	31	N:M	low	atoms_x=1327-1907; eva_ordinal=4-7/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f2v	2	f2v-l2-r003	chor daiin	2	9	p006-u013 p006-u014	2	16	N:M	low	atoms_x=2072-2399; eva_ordinal=8-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f2v	3	f2v-l3-r001	otchy	1	5	p006-u015	1	10	1:1	medium	atoms_x=748-917; eva_ordinal=1-1/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2v	3	f2v-l3-r002	chor lshy chol chody chodain	5	24	p006-u016 p006-u017 p006-u018 p006-u019 p006-u020	5	43	N:M	low	atoms_x=974-1920; eva_ordinal=2-6/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	3	f2v-l3-r003	chcthy daiin	2	11	p006-u021 p006-u022	2	22	N:M	low	atoms_x=2037-2412; eva_ordinal=7-8/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	4	f2v-l4-r001	sho cholo cheor chodaiin	4	21	p006-u023 p006-u024 p006-u025 p006-u026	4	33	N:M	low	atoms_x=753-1509; eva_ordinal=1-4/4; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	5	f2v-l5-r001	kchor	1	5	p006-u027	1	11	1:1	medium	atoms_x=645-814; eva_ordinal=1-1/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2v	5	f2v-l5-r002	shy daiiin chckhoy	3	16	p006-u028 p006-u029 p006-u030	3	28	N:M	low	atoms_x=856-1385; eva_ordinal=2-4/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	5	f2v-l5-r003	shey dor	2	7	p006-u031 p006-u032	2	10	N:M	low	atoms_x=1806-1980; eva_ordinal=6-7/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	5	f2v-l5-r004	chol daiin	2	9	p006-u033 p006-u034 p006-u035	3	22	N:M	low	atoms_x=2039-2412; eva_ordinal=8-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	6	f2v-l6-r001	dor chol chor chol keol	5	19	p006-u036 p006-u037 p006-u038 p006-u039 p006-u040 p006-u041	6	39	N:M	low	atoms_x=643-1497; eva_ordinal=1-5/10; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	6	f2v-l6-r002	chy	1	3	p006-u042	1	10	1:1	medium	atoms_x=1536-1663; eva_ordinal=6-6/10; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2v	6	f2v-l6-r003	chty daiin otchor chan	4	19	p006-u043 p006-u044 p006-u045	3	29	N:M	low	atoms_x=1776-2359; eva_ordinal=7-10/10; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	7	f2v-l7-r001	daiin chotchey	2	13	p006-u046 p006-u047	2	23	N:M	low	atoms_x=636-1088; eva_ordinal=1-2/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	7	f2v-l7-r002	qoteeey	1	7	p006-u048	1	13	1:1	medium	atoms_x=1129-1373; eva_ordinal=3-3/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2v	7	f2v-l7-r003	chokeos chees chr	3	15	p006-u049 p006-u050 p006-u051	3	27	N:M	low	atoms_x=1429-2106; eva_ordinal=4-6/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	7	f2v-l7-r004	cheaiin	1	7	p006-u052	1	10	1:1	medium	atoms_x=2145-2357; eva_ordinal=7-7/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f2v	8	f2v-l8-r001	chokoishe chor cheol chol	4	22	p006-u053 p006-u054 p006-u055 p006-u056	4	35	N:M	low	atoms_x=631-1482; eva_ordinal=1-4/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f2v	8	f2v-l8-r002	dolody	1	6	p006-u057	1	12	1:1	medium	atoms_x=1522-1713; eva_ordinal=5-5/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	1	f47v-l1-r001	psheot cheor cholsho chopchy sal	5	28	p094-u001 p094-u002 p094-u003 p094-u004 p094-u005 p094-u006	6	70	N:M	low	atoms_x=791-1910; eva_ordinal=1-5/6; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=6 atoms=7; grouped relation; inspect visually before token-level use
f47v	1	f47v-l1-r002	sary	1	4	p094-u007	1	10	1:1	low-medium	atoms_x=2056-2195; eva_ordinal=6-6/6; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=6 atoms=7
f47v	2	f47v-l2-r001	dsheey	1	6	p094-u008	1	11	1:1	low-medium	atoms_x=841-1011; eva_ordinal=1-1/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=7 atoms=6
f47v	2	f47v-l2-r002	shy	1	3	p094-u009	1	6	1:1	low-medium	atoms_x=1061-1158; eva_ordinal=2-2/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=7 atoms=6
f47v	2	f47v-l2-r003	cphy otchey daiidy chory	4	21	p094-u010 p094-u011 p094-u012	3	31	N:M	low	atoms_x=1347-1989; eva_ordinal=3-6/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=7 atoms=6; grouped relation; inspect visually before token-level use
f47v	2	f47v-l2-r004	daiiy	1	5	p094-u013	1	8	1:1	low-medium	atoms_x=2066-2224; eva_ordinal=7-7/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=7 atoms=6
f47v	3	f47v-l3-r001	shol char oteol dor otchol chkchy	6	28	p094-u014 p094-u015 p094-u016 p094-u017 p094-u018 p094-u019	6	55	N:M	low	atoms_x=841-2016; eva_ordinal=1-6/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f47v	3	f47v-l3-r002	daiin	1	5	p094-u020	1	9	1:1	medium	atoms_x=2069-2230; eva_ordinal=7-7/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	4	f47v-l4-r001	qotol	1	5	p094-u021	1	11	1:1	medium	atoms_x=834-1029; eva_ordinal=1-1/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	4	f47v-l4-r002	sheey kol sho keechy qoty	5	21	p094-u022 p094-u023 p094-u024 p094-u025 p094-u026	5	41	N:M	low	atoms_x=1070-1955; eva_ordinal=2-6/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f47v	4	f47v-l4-r003	cthy	1	4	p094-u027	1	10	1:1	medium	atoms_x=2064-2204; eva_ordinal=7-7/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	5	f47v-l5-r001	dsholy shees chor ody shy	5	21	p094-u028 p094-u029 p094-u030 p094-u031 p094-u032	5	40	N:M	low	atoms_x=850-1783; eva_ordinal=1-5/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f47v	5	f47v-l5-r002	sy	1	2	p094-u033	1	5	1:1	medium	atoms_x=1849-1903; eva_ordinal=6-6/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	5	f47v-l5-r003	sary	1	4	p094-u034	1	10	1:1	medium	atoms_x=2032-2174; eva_ordinal=7-7/7; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	6	f47v-l6-r001	chody cheor saiin	3	15	p094-u035 p094-u036 p094-u037	3	26	N:M	low	atoms_x=852-1477; eva_ordinal=1-3/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f47v	6	f47v-l6-r002	dochod chol	2	10	p094-u038 p094-u039	2	17	N:M	low	atoms_x=1723-2123; eva_ordinal=4-5/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f47v	7	f47v-l7-r001	pchodaiin dair dcthy	3	18	p094-u040 p094-u041 p094-u042	3	42	N:M	low	atoms_x=737-1414; eva_ordinal=1-3/3; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; grouped relation; inspect visually before token-level use
f47v	8	f47v-l8-r001	daiin cheotar chodaly sal	4	22	p094-u043 p094-u044 p094-u045 p094-u046 p094-u047	5	44	N:M	low	atoms_x=765-1666; eva_ordinal=1-4/4; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=4 atoms=5; grouped relation; inspect visually before token-level use
f47v	9	f47v-l9-r001	qotcheea chety	2	13	p094-u048 p094-u049 p094-u050	3	31	N:M	low	atoms_x=744-1403; eva_ordinal=1-2/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8; grouped relation; inspect visually before token-level use
f47v	9	f47v-l9-r002	chol	1	4	p094-u051 p094-u052	2	14	1:N	low	atoms_x=1455-1750; eva_ordinal=3-3/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8; grouped relation; inspect visually before token-level use
f47v	9	f47v-l9-r003	chol	1	4	p094-u053	1	6	1:1	low-medium	atoms_x=1933-2051; eva_ordinal=4-4/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8
f47v	9	f47v-l9-r004	dain	1	4	p094-u054 p094-u055	2	17	1:N	low	atoms_x=2094-2431; eva_ordinal=5-5/5; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=5 atoms=8; grouped relation; inspect visually before token-level use
f47v	10	f47v-l10-r001	chotcho ltchey o tcho tchy	5	22	p094-u056 p094-u057	2	43	N:M	low	atoms_x=764-1674; eva_ordinal=1-5/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6; grouped relation; inspect visually before token-level use
f47v	10	f47v-l10-r002	dy	1	2	p094-u058	1	5	1:1	low-medium	atoms_x=1706-1765; eva_ordinal=6-6/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6
f47v	10	f47v-l10-r003	chol chody dar	3	12	p094-u059 p094-u060 p094-u061	3	22	N:M	low	atoms_x=1934-2411; eva_ordinal=7-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=6; grouped relation; inspect visually before token-level use
f47v	11	f47v-l11-r001	oteey	1	5	p094-u062	1	10	1:1	low-medium	atoms_x=772-921; eva_ordinal=1-1/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8
f47v	11	f47v-l11-r002	cho chdy chy key chyky	5	18	p094-u063 p094-u064 p094-u065 p094-u066 p094-u067	5	35	N:M	low	atoms_x=964-1758; eva_ordinal=2-6/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f47v	11	f47v-l11-r003	dchy daiin	2	9	p094-u068	1	9	N:1	low	atoms_x=1936-2179; eva_ordinal=7-8/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8; grouped relation; inspect visually before token-level use
f47v	11	f47v-l11-r004	chy	1	3	p094-u069	1	9	1:1	low-medium	atoms_x=2233-2401; eva_ordinal=9-9/9; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=9 atoms=8
f47v	12	f47v-l12-r001	cho cho	2	6	p094-u070 p094-u071 p094-u072	3	20	N:M	low	atoms_x=781-1186; eva_ordinal=1-2/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7; grouped relation; inspect visually before token-level use
f47v	12	f47v-l12-r002	keesy	1	5	p094-u073	1	5	1:1	low-medium	atoms_x=1237-1333; eva_ordinal=3-3/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7
f47v	12	f47v-l12-r003	chy chy	2	6	p094-u074 p094-u075	2	15	N:M	low	atoms_x=1398-1738; eva_ordinal=4-5/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7; grouped relation; inspect visually before token-level use
f47v	12	f47v-l12-r004	chochy daiin	2	11	p094-u076	1	12	N:1	low	atoms_x=2187-2404; eva_ordinal=7-8/8; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=8 atoms=7; grouped relation; inspect visually before token-level use
f47v	13	f47v-l13-r001	dshy daiin chdlcty chaiin dcheey	5	28	p094-u077 p094-u078 p094-u079 p094-u080	4	43	N:M	low	atoms_x=785-1707; eva_ordinal=1-5/6; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=6 atoms=5; grouped relation; inspect visually before token-level use
f47v	13	f47v-l13-r002	otald	1	5	p094-u081	1	10	1:1	low-medium	atoms_x=1935-2129; eva_ordinal=6-6/6; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.; line-count-drift eva=6 atoms=5
f47v	14	f47v-l14-r001	chol	1	4	p094-u082	1	6	1:1	medium	atoms_x=794-925; eva_ordinal=1-1/2; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
f47v	14	f47v-l14-r002	ctchey	1	6	p094-u083	1	11	1:1	medium	atoms_x=1007-1217; eva_ordinal=2-2/2; line_pair=paired-by-ordinal	EVA token spans are ordinal estimates; ATOMS spans use bounding boxes.
